Name,Ticker,Morningstar Sustainability Rating,Yield (%),Morningstar Category,Portfolio Sustainability Score,Portfolio Environmental Score,Portfolio Social Score,Portfolio Governance Score,Sustainable Investment by Prospectus,Sustainable Investment - ESG Fund,Sustainable Investment - Impact Fund,Sustainable Investment - Environmental Sector Fund,Animal Testing,% Alcohol,% Fossil Fuels,% Small Arms,% Thermal Coal,% Tobacco,YTD Return (%),1 Year Annualized (%),3 Years Annualized (%),5 Years Annualized (%),10 Years Annualized (%),Fund Size (Mil),Equity StyleBox,Fixed Income StyleBox,Average Market Cap (Mil),Average Credit Quality
BlackRock Sustainable Total Return Inv A,BASTX,2,,US Fixed Income,34.23,7.72,7.21,4.66,Yes,Yes,Yes,No,0,0,5.2,0,0,0,-1.31,5.92,6.5,8.36,7.41,49.75,,,"63,735.46",B
BlackRock Sustainable Total Return K,BKSTX,2,,US Fixed Income,34.23,7.72,7.21,4.66,Yes,Yes,Yes,No,0,0,5.2,0,0,0,-1.31,5.92,6.5,8.36,7.41,49.75,,,"63,735.46",B
BlackRock Sustainable US Growth Eq Ins,BESGX,2,,US Equity Large Cap Growth,34.23,7.72,7.21,4.66,Yes,Yes,Yes,No,0,0,5.2,0,0,0,-1.31,5.92,6.5,8.36,7.41,5.31,,,"63,735.46",B
BlackRock Sustainable US Growth Eq Inv A,BASGX,2,,US Equity Large Cap Growth,34.23,7.72,7.21,4.66,Yes,Yes,Yes,No,0,0,5.2,0,0,0,-1.31,5.92,6.5,8.36,7.41,5.31,,,"63,735.46",B
BlackRock Sustainable US Growth Eq K,BSGKX,2,,US Equity Large Cap Growth,34.23,7.72,7.21,4.66,Yes,Yes,Yes,No,0,0,5.2,0,0,0,-1.31,5.92,6.5,8.36,7.41,5.31,,,"63,735.46",B
BlackRock Sustainable US Value Eq Ins,BSUVX,2,,US Equity Large Cap Value,34.23,7.72,7.21,4.66,Yes,Yes,Yes,No,0,0,5.2,0,0,0,-1.31,5.92,6.5,8.36,7.41,5.12,,,"63,735.46",B
BlackRock Sustainable US Value Eq Inv A,BSVAX,2,,US Equity Large Cap Value,34.23,7.72,7.21,4.66,Yes,Yes,Yes,No,0,0,5.2,0,0,0,-1.31,5.92,6.5,8.36,7.41,5.12,,,"63,735.46",B
BlackRock Sustainable US Value Eq K,BSVKX,2,,US Equity Large Cap Value,34.23,7.72,7.21,4.66,Yes,Yes,Yes,No,0,0,5.2,0,0,0,-1.31,5.92,6.5,8.36,7.41,5.12,,,"63,735.46",B
Boston Common ESG Impact Em Mkts,BCEMX,2,,Global Emerging Markets Equity,34.23,7.72,7.21,4.66,Yes,Yes,No,No,0,0,5.2,0,0,0,-1.31,5.92,6.5,8.36,7.41,20.04,,,"63,735.46",B
Brown Advisory Sustainable Bond Instl,BAISX,4,1.37,US Fixed Income,19.8,2.73,9.22,5.71,Yes,Yes,Yes,No,0,0,3.51,0,1.59,0,-0.21,1.33,6.5,8.36,7.41,283.41,,Medium Moderate,"63,735.46",BBB
Brown Advisory Sustainable Bond Investor,BASBX,4,1.32,US Fixed Income,19.8,2.73,9.22,5.71,Yes,Yes,Yes,No,0,0,3.51,0,1.59,0,-0.25,1.19,6.48,8.36,7.41,283.41,,Medium Moderate,"63,735.46",BBB
Brown Advisory Sustainable Sml-Cp Cr Ins,BAFYX,4,,US Equity Small Cap,19.8,2.73,9.22,5.71,Yes,Yes,Yes,No,0,0,3.51,0,1.59,0,-0.25,1.19,6.48,8.36,7.41,18.63,,,"63,735.46",BBB
Brown Advisory Sustainable Sml-Cp Cr Inv,BIAYX,4,,US Equity Small Cap,19.8,2.73,9.22,5.71,Yes,Yes,Yes,No,0,0,3.51,0,1.59,0,-0.25,1.19,6.48,8.36,7.41,18.63,,,"63,735.46",BBB
Brown Advisory Tax-Exempt Sust Bd Inv,BITEX,4,1.34,US Municipal Fixed Income,19.8,2.73,9.22,5.71,Yes,Yes,Yes,No,0,0,0.6,0,0,0,1.64,3.56,6.48,8.36,7.41,211.85,,,"63,735.46",BBB
Calvert Bond A,CSIBX,4,1.88,US Fixed Income,19.8,2.73,9.22,5.71,Yes,Yes,Yes,No,1,0,2.74,0.32,1.32,0,0.33,2.83,5.85,3.6,3.59,"2,457.78",,Medium Moderate,"63,735.46",BBB
Calvert Bond C,CSBCX,4,1.09,US Fixed Income,19.8,2.73,9.22,5.71,Yes,Yes,Yes,No,1,0,2.74,0.32,1.32,0,-0.35,2.02,5.01,2.77,2.75,"2,457.78",,Medium Moderate,"63,735.46",BBB
Calvert Bond I,CBDIX,4,2.08,US Fixed Income,19.8,2.73,9.22,5.71,Yes,Yes,Yes,No,1,0,2.74,0.32,1.32,0,0.44,3.03,6.08,3.87,4,"2,457.78",,Medium Moderate,"63,735.46",BBB
Calvert Bond R6,CBORX,4,2.15,US Fixed Income,19.8,2.73,9.22,5.71,Yes,Yes,Yes,No,1,0,2.74,0.32,1.32,0,0.5,3.04,6.13,3.81,3.69,"2,457.78",,Medium Moderate,"63,735.46",BBB
Calvert Emerging Markets Advancement A,CEFAX,3,0.08,Global Emerging Markets Equity,25.3,4.27,9.61,9.21,Yes,Yes,No,No,0,0.04,0.64,0,0.42,0.04,1.19,19.09,6.13,3.81,3.69,59.31,Large Core,,"33,533.78",BBB
Calvert Emerging Markets Advancement I,CEFIX,3,0.13,Global Emerging Markets Equity,25.3,4.27,9.61,9.21,Yes,Yes,No,No,0,0.04,0.64,0,0.42,0.04,1.34,19.28,6.13,3.81,3.69,59.31,Large Core,,"33,533.78",BBB
Calvert Flexible Bond Fund Class A,CUBAX,3,2.27,Fixed Income Miscellaneous,25.3,4.27,9.61,9.21,Yes,Yes,Yes,No,1,0,2.37,0,0.81,0,3.71,7.7,4.57,3.63,3.69,46.27,Mid Value,Low Limited,"25,560.48",BB
Calvert Flexible Bond Fund Class C,CUBCX,3,1.52,Fixed Income Miscellaneous,25.3,4.27,9.61,9.21,Yes,Yes,Yes,No,1,0,2.37,0,0.81,0,3.06,6.89,3.79,2.85,3.69,46.27,Mid Value,Low Limited,"25,560.48",BB
Calvert Flexible Bond Fund Class I,CUBIX,3,2.52,Fixed Income Miscellaneous,25.3,4.27,9.61,9.21,Yes,Yes,Yes,No,1,0,2.37,0,0.81,0,3.93,7.98,4.84,3.94,3.69,46.27,Mid Value,Low Limited,"25,560.48",BB
Calvert Flexible Bond Fund Class R6,CUBRX,3,2.6,Fixed Income Miscellaneous,25.3,4.27,9.61,9.21,Yes,Yes,Yes,No,1,0,2.37,0,0.81,0,4.06,8.13,4.92,3.99,3.69,46.27,Mid Value,Low Limited,"25,560.48",BB
Calvert Floating-Rate Advantage A,CFOAX,3,3.72,US Fixed Income,25.3,4.27,9.61,9.21,Yes,Yes,Yes,No,1,0,0,0.01,0,0,3.65,7.17,2.86,3.99,3.69,130.55,Small Core,Low Limited,"25,560.48",B
Calvert Floating-Rate Advantage I,CFOIX,3,3.96,US Fixed Income,25.3,4.27,9.61,9.21,Yes,Yes,Yes,No,1,0,0,0.01,0,0,3.86,7.44,3.07,3.99,3.69,130.55,Small Core,Low Limited,"25,560.48",B
Calvert Floating-Rate Advantage R6,CFORX,3,3.97,US Fixed Income,25.3,4.27,9.61,9.21,Yes,Yes,Yes,No,1,0,0,0.01,0,0,3.75,7.33,3.04,3.99,3.69,130.55,Small Core,Low Limited,"25,560.48",B
Calvert Global Water A,CFWAX,4,0.65,Equity Miscellaneous,26.32,5.88,5.73,4.47,Yes,Yes,Yes,Yes,1,0,5.7,0,1.8,0,17.93,38.86,18.77,12.67,10.38,592.64,Mid Core,,"6,484.96",B
Calvert Global Water C,CFWCX,4,0.03,Equity Miscellaneous,26.32,5.88,5.73,4.47,Yes,Yes,Yes,Yes,1,0,5.7,0,1.8,0,17.2,37.88,17.89,11.84,9.52,592.64,Mid Core,,"6,484.96",B
Calvert Global Water I,CFWIX,4,0.82,Equity Miscellaneous,26.32,5.88,5.73,4.47,Yes,Yes,Yes,Yes,1,0,5.7,0,1.8,0,18.22,39.28,19.1,13.01,10.71,592.64,Mid Core,,"6,484.96",B
Calvert Green Bond A,CGAFX,5,1.47,US Fixed Income,20.99,3.76,6.96,5.81,Yes,Yes,Yes,No,1,0,12.04,0,7.48,0,-1.75,-0.16,4.95,2.92,10.71,9.77,Small Core,Medium Moderate,"5,774.04",BBB
Calvert Green Bond I,CGBIX,5,1.72,US Fixed Income,20.99,3.76,6.96,5.81,Yes,Yes,Yes,No,1,0,12.04,0,7.48,0,-1.54,0.09,5.21,3.23,10.71,9.77,Small Core,Medium Moderate,"5,774.04",BBB
Calvert Green Bond R6,CBGRX,5,1.77,US Fixed Income,20.99,3.76,6.96,5.81,Yes,Yes,Yes,No,1,0,12.04,0,7.48,0,-1.5,0.14,5.28,3.27,10.71,9.77,Small Core,Medium Moderate,"5,774.04",BBB
Calvert High Yield Bond A,CYBAX,5,4.08,US Fixed Income,20.99,3.76,6.96,5.81,Yes,Yes,Yes,No,1,0,3.66,0,0,0,2.45,6.79,5.89,4.62,5.29,487.52,Mid Growth,Low Limited,"7,132.83",B
Calvert High Yield Bond C,CHBCX,5,3.32,US Fixed Income,20.99,3.76,6.96,5.81,Yes,Yes,Yes,No,1,0,3.66,0,0,0,1.78,5.95,5.1,3.84,4.38,487.52,Mid Growth,Low Limited,"7,132.83",B
Calvert High Yield Bond I,CYBIX,5,4.33,US Fixed Income,20.99,3.76,6.96,5.81,Yes,Yes,Yes,No,1,0,3.66,0,0,0,2.65,7.06,6.16,4.91,5.63,487.52,Mid Growth,Low Limited,"7,132.83",B
Calvert High Yield Bond R6,CYBRX,5,4.42,US Fixed Income,20.99,3.76,6.96,5.81,Yes,Yes,Yes,No,1,0,3.66,0,0,0,2.71,7.15,6.25,4.96,5.66,487.52,Mid Growth,Low Limited,"7,132.83",B
Calvert Income C,CIFCX,3,1.97,US Fixed Income,23.72,2.88,8.71,6.75,Yes,Yes,Yes,No,1,0,4.51,0.5,2.62,0,1.12,5.58,7.28,4.17,3.72,793.91,Small Core,,"5,774.04",BB
Calvert International Equity C,CWVCX,4,0,Global Equity Large Cap,20,4.03,8.91,6.66,Yes,Yes,Yes,No,0,2.43,2.22,2.37,0,0,11.52,33.67,18.04,12.2,7.54,930.18,Large Growth,,"56,862.30",BB
Calvert International Opportunities C,COICX,4,0,Global Equity Mid/Small Cap,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,0,0.02,0.72,0.01,0.06,0,13.29,33.04,14.13,12.98,9.97,529.12,Mid Growth,,"4,564.26",BB
Calvert Responsible Municipal Income A,CTTLX,4,1.04,US Municipal Fixed Income,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,1,0,0,0,0,0,-0.59,1.16,4.27,2.75,3.16,417.59,,Medium Moderate,"4,564.26",A
Calvert Responsible Municipal Income C,CTTCX,4,0.28,US Municipal Fixed Income,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,1,0,0,0,0,0,-1.21,0.4,3.49,1.98,2.39,417.59,,Medium Moderate,"4,564.26",A
Calvert Responsible Municipal Income I,CTTIX,4,1.29,US Municipal Fixed Income,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,1,0,0,0,0,0,-0.43,1.41,4.55,3.06,3.36,417.59,,Medium Moderate,"4,564.26",A
Calvert Short Duration Income A,CSDAX,4,1.61,US Fixed Income,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,1,0,2.28,0,0.92,0,1.07,3.13,3.83,2.65,2.5,"2,420.14",,Low Limited,"4,564.26",BB
Calvert Short Duration Income C,CDICX,4,0.86,US Fixed Income,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,1,0,2.28,0,0.92,0,0.44,2.36,3.06,1.89,1.74,"2,420.14",,Low Limited,"4,564.26",BB
Calvert Short Duration Income I,CDSIX,4,1.86,US Fixed Income,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,1,0,2.28,0,0.92,0,1.29,3.38,4.09,2.95,2.92,"2,420.14",,Low Limited,"4,564.26",BB
Calvert Short Duration Income R6,CDSRX,4,1.92,US Fixed Income,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,1,0,2.28,0,0.92,0,1.34,3.44,4.11,2.82,2.59,"2,420.14",,Low Limited,"4,564.26",BB
Calvert Ultra-Short Duration Income A,CULAX,4,0.7,US Fixed Income,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,1,0,3.3,0,0,0,0.55,1.31,1.4,1.44,1.31,975.21,,Medium Limited,"4,564.26",BBB
Calvert Ultra-Short Duration Income I,CULIX,4,0.95,US Fixed Income,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,1,0,3.3,0,0,0,0.76,1.57,1.65,1.71,1.53,975.21,,Medium Limited,"4,564.26",BBB
Calvert Ultra-Short Duration Income R6,CULRX,4,0.99,US Fixed Income,22.06,3.76,6.33,5.34,Yes,Yes,Yes,No,1,0,3.3,0,0,0,0.79,1.51,1.7,1.66,1.41,975.21,,Medium Limited,"4,564.26",BBB
CCM Small/Mid-Cap Impct Val Fd Advisor,QUSVX,5,0.98,US Equity Small Cap,23.04,3.32,6.31,5.56,Yes,Yes,Yes,No,0,0,8.59,0,2.11,0,30.5,52.84,6.89,8.87,9.32,20.75,Mid Value,,"7,775.94",BBB
CCM Small/Mid-Cap Impct Val Fd Instl,QSVIX,5,1.07,US Equity Small Cap,23.04,3.32,6.31,5.56,Yes,Yes,Yes,No,0,0,8.59,0,2.11,0,30.81,53.19,7.23,9.16,9.59,20.75,Mid Value,,"7,775.94",BBB
Coho Relative Value ESG,CESGX,4,0.36,US Equity Large Cap Value,21.42,3.38,11.07,6.98,Yes,Yes,No,No,0,0,0,0,0,0,12.06,27.74,7.23,9.16,9.59,22.51,Large Value,,"69,090.63",BBB
Columbia US Social Bond A,CONAX,4,1.93,US Municipal Fixed Income,22.26,3.72,8.27,5.79,Yes,Yes,No,No,0,0,0.73,0,0,0,0.28,2.41,4.94,3.14,9.59,70.44,,Medium Moderate,"69,090.63",A
Columbia US Social Bond Adv,CONFX,4,2.18,US Municipal Fixed Income,22.26,3.72,8.27,5.79,Yes,Yes,No,No,0,0,0.73,0,0,0,0.49,2.66,5.21,3.4,9.59,70.44,,Medium Moderate,"69,090.63",A
Columbia US Social Bond C,CONCX,4,1.17,US Municipal Fixed Income,22.26,3.72,8.27,5.79,Yes,Yes,No,No,0,0,0.73,0,0,0,-0.26,1.64,4.16,2.37,9.59,70.44,,Medium Moderate,"69,090.63",A
Columbia US Social Bond Inst,CONZX,4,2.18,US Municipal Fixed Income,22.26,3.72,8.27,5.79,Yes,Yes,No,No,0,0,0.73,0,0,0,0.49,2.66,5.2,3.4,9.59,70.44,,Medium Moderate,"69,090.63",A
Columbia US Social Bond Inst2,COVNX,4,2.21,US Municipal Fixed Income,22.26,3.72,8.27,5.79,Yes,Yes,No,No,0,0,0.73,0,0,0,0.51,2.69,5.22,3.43,9.59,70.44,,Medium Moderate,"69,090.63",A
Columbia US Social Bond Inst3,CONYX,4,2.26,US Municipal Fixed Income,22.26,3.72,8.27,5.79,Yes,Yes,No,No,0,0,0.73,0,0,0,0.65,2.74,5.26,3.46,9.59,70.44,,Medium Moderate,"69,090.63",A
Dana Epiphany ESG Equity Inst,ESGIX,4,0.39,US Equity Large Cap Blend,20.37,3.86,8.97,6.65,Yes,Yes,No,No,0,0,5.35,0,0,0,20.82,38.7,17.89,16.36,12.62,70.75,Large Core,,"79,673.40",A
Dana Epiphany ESG Small Cap Eq Instl,DSCIX,2,0,US Equity Small Cap,27.95,0.97,2.48,2.01,Yes,Yes,No,No,0,0,5.42,0,0,0,30.2,62.02,16.17,13.37,12.62,18.53,Small Core,,"3,701.13",A
DFA Em Mkts Sustnby Cor 1 Instl,DESIX,2,1.66,Global Emerging Markets Equity,26.3,4.04,8.08,7.37,Yes,Yes,Yes,No,0,1.19,1.74,0.13,0.17,0.1,1.21,18.83,11.46,13.37,12.62,998.15,Large Core,,"12,213.72",A
DFA Global Sustainability Fixed Inc Ins,DGSFX,5,1.61,Global Fixed Income,16.25,1.64,6.36,5.18,Yes,Yes,Yes,No,0,1.1,0.08,0.31,0,0.12,-3.28,-1.78,11.46,13.37,12.62,902.94,,Medium Moderate,"12,213.72",A
DFA US Sustainability Core 1,DFSIX,2,1.07,US Equity Large Cap Blend,21.9,2.76,9.18,6.88,Yes,Yes,Yes,No,0,0.18,1.07,0.93,0,0.06,23.33,45.64,21.92,19.33,16.18,"5,813.71",Large Core,,"71,055.08",A
Domini Impact Bond Institutional,DSBIX,2,1.67,US Fixed Income,21.9,2.76,9.18,6.88,Yes,Yes,Yes,No,0,0,1.06,0,0.94,0,-0.53,1.67,6.95,3.98,3.13,273.78,,,"71,055.08",A
Domini Impact Bond Investor,DSBFX,2,1.38,US Fixed Income,21.9,2.76,9.18,6.88,Yes,Yes,Yes,No,0,0,1.06,0,0.94,0,-0.77,1.37,6.65,3.69,2.86,273.78,,,"71,055.08",A
Domini Impact Bond Y,DSBYX,2,,US Fixed Income,21.9,2.76,9.18,6.88,Yes,Yes,Yes,No,0,0,1.06,0,0.94,0,-0.72,1.41,6.66,3.7,2.86,273.78,,,"71,055.08",A
Domini Impact International Equity A,DOMAX,4,1.36,Global Equity Large Cap,20.14,3.82,8.47,7.52,Yes,Yes,Yes,No,0,0,0.42,0,0,0,9.13,29.44,8.55,6.95,7.5,"1,656.68",Large Core,,"22,327.51",A
Domini Impact International Equity Instl,DOMOX,4,2.03,Global Equity Large Cap,20.14,3.82,8.47,7.52,Yes,Yes,Yes,No,0,0,0.42,0,0,0,9.7,30.04,9.06,7.41,7.89,"1,656.68",Large Core,,"22,327.51",A
Domini Impact International Equity Inv,DOMIX,4,1.32,Global Equity Large Cap,20.14,3.82,8.47,7.52,Yes,Yes,Yes,No,0,0,0.42,0,0,0,9.13,29.47,8.5,6.96,7.48,"1,656.68",Large Core,,"22,327.51",A
Domini Impact International Equity Y,DOMYX,4,1.98,Global Equity Large Cap,20.14,3.82,8.47,7.52,Yes,Yes,Yes,No,0,0,0.42,0,0,0,9.55,29.97,8.95,7.23,7.62,"1,656.68",Large Core,,"22,327.51",A
Domini Sustainable Solutions Ins,LIFEX,1,0,US Equity Mid Cap,23.32,2.98,8.64,5.87,Yes,Yes,Yes,Yes,0,0,0,0,0,0,5.45,29.09,8.95,7.23,7.62,39.06,Mid Growth,,"15,756.54",A
Domini Sustainable Solutions Inv,CAREX,1,0,US Equity Mid Cap,23.32,2.98,8.64,5.87,Yes,Yes,Yes,Yes,0,0,0,0,0,0,5.25,28.81,8.95,7.23,7.62,39.06,Mid Growth,,"15,756.54",A
DWS ESG Core Equity A,MIDVX,5,0.62,US Equity Large Cap Blend,20.05,3.09,9.34,7.13,Yes,Yes,No,No,0,0.59,1.92,0.95,0,0,26.43,49.48,20.37,13.65,13.31,234.98,Large Core,,"181,442.52",A
DWS ESG Core Equity C,MIDZX,5,0.02,US Equity Large Cap Blend,20.05,3.09,9.34,7.13,Yes,Yes,No,No,0,0.59,1.92,0.95,0,0,25.52,48.29,19.45,12.79,12.46,234.98,Large Core,,"181,442.52",A
DWS ESG Core Equity Institutional,MIDIX,5,0.85,US Equity Large Cap Blend,20.05,3.09,9.34,7.13,Yes,Yes,No,No,0,0.59,1.92,0.95,0,0,26.7,49.91,20.71,13.96,13.61,234.98,Large Core,,"181,442.52",A
DWS ESG Core Equity R,MIDQX,5,0.41,US Equity Large Cap Blend,20.05,3.09,9.34,7.13,Yes,Yes,No,No,0,0.59,1.92,0.95,0,0,26.04,48.94,20.02,13.33,13.04,234.98,Large Core,,"181,442.52",A
DWS ESG Core Equity R6,MIDUX,5,0.92,US Equity Large Cap Blend,20.05,3.09,9.34,7.13,Yes,Yes,No,No,0,0.59,1.92,0.95,0,0,26.76,49.97,20.79,14.04,13.66,234.98,Large Core,,"181,442.52",A
DWS ESG Core Equity S,MIDTX,5,0.83,US Equity Large Cap Blend,20.05,3.09,9.34,7.13,Yes,Yes,No,No,0,0.59,1.92,0.95,0,0,26.67,49.86,20.67,13.93,13.58,234.98,Large Core,,"181,442.52",A
DWS ESG Global Bond A,SZGAX,4,0.65,Global Fixed Income,20.93,2,9.9,7.49,Yes,Yes,No,No,0,0,0.11,0,0,0,-2.55,-1.33,4.13,2.5,1.92,64.67,,Medium Moderate,"181,442.52",BBB
DWS ESG Global Bond C,SZGCX,4,0,Global Fixed Income,20.93,2,9.9,7.49,Yes,Yes,No,No,0,0,0.11,0,0,0,-3.17,-2.07,3.36,1.74,1.16,64.67,,Medium Moderate,"181,442.52",BBB
DWS ESG International Core Eq C,DURCX,4,0.39,Global Equity Large Cap,20.06,4.55,8.23,7.27,Yes,Yes,No,No,0,6.5,7.97,0,0.08,0,10.86,34.26,11.28,9,1.16,10.09,Large Core,,"42,561.48",BBB
Federated Hermes Fund for US Govt Secs A,FUSGX,5,1.59,US Fixed Income,21.36,0.9,14.17,6.29,Yes,Yes,No,No,0,0,0,0,0,0,-1.8,-1.53,3.37,1.5,1.77,209.8,,High Limited,"42,561.48",AAA
Federated Hermes Fund for US Govt Secs B,FUSBX,5,0.81,US Fixed Income,21.36,0.9,14.17,6.29,Yes,Yes,No,No,0,0,0,0,0,0,-2.43,-2.28,2.58,0.76,1,209.8,,High Limited,"42,561.48",AAA
Federated Hermes Fund for US Govt Secs C,FUSCX,5,0.81,US Fixed Income,21.36,0.9,14.17,6.29,Yes,Yes,No,No,0,0,0,0,0,0,-2.3,-2.28,2.59,0.76,1.01,209.8,,High Limited,"42,561.48",AAA
Federated Hermes Fund for US Govt SecsIS,FCBRX,5,1.93,US Fixed Income,21.36,0.9,14.17,6.29,Yes,Yes,No,No,0,0,0,0,0,0,-1.53,-1.34,3.46,1.56,1.8,209.8,,High Limited,"42,561.48",AAA
Federated Hermes Global Equity IS,FHGIX,4,0.58,Global Equity Large Cap,19.8,3.82,8.53,7.45,Yes,Yes,No,No,0,0,4.17,0,0,0,15.85,35.74,3.46,1.56,1.8,21.29,Large Core,,"104,649.36",AAA
Federated Hermes Global Equity R6,FGERX,4,,Global Equity Large Cap,19.8,3.82,8.53,7.45,Yes,Yes,No,No,0,0,4.17,0,0,0,15.85,35.74,3.46,1.56,1.8,21.29,Large Core,,"104,649.36",AAA
Federated Hermes Government Income Svc,FITSX,5,0.43,US Fixed Income,21.54,0.99,14.19,6.35,Yes,Yes,No,No,0,0,0,0,0,0,-1.34,-1.01,3.58,1.66,1.75,185.98,,High Limited,"104,649.36",AAA
Federated Hermes SDG Engagement Eq A,FHEQX,3,0.77,Global Equity Mid/Small Cap,23.27,6.08,6.66,5.75,Yes,Yes,Yes,No,0,0,6.82,0,2.11,0,14.59,36.82,3.58,1.66,1.75,66.25,Mid Core,,"5,951.26",AAA
Federated Hermes SDG Engagement Eq IS,FHESX,3,0.77,Global Equity Mid/Small Cap,23.27,6.08,6.66,5.75,Yes,Yes,Yes,No,0,0,6.82,0,2.11,0,14.79,37.11,3.58,1.66,1.75,66.25,Mid Core,,"5,951.26",AAA
Federated Hermes SDG Engagement Eq R6,FHERX,3,,Global Equity Mid/Small Cap,23.27,6.08,6.66,5.75,Yes,Yes,Yes,No,0,0,6.82,0,2.11,0,14.79,37.11,3.58,1.66,1.75,66.25,Mid Core,,"5,951.26",AAA
Federated Hermes Short-Interm Govt R,FIGKX,3,0.4,US Fixed Income,24.8,2.67,14.53,7.6,Yes,Yes,No,No,0,0,0,0,0,0,-2.69,-2.52,2.65,0.84,0.35,226.16,,High Limited,"5,951.26",AAA
Federated Hermes Short-Term Govt IS,FSGVX,3,0.54,US Fixed Income,24.8,2.67,14.53,7.6,Yes,Yes,No,No,0,0,0,0,0,0,-0.74,-0.62,2.08,1.24,0.6,113.59,,High Limited,"5,951.26",AAA
Federated Hermes Short-Term Govt Svc,FSGIX,3,0.13,US Fixed Income,24.8,2.67,14.53,7.6,Yes,Yes,No,No,0,0,0,0,0,0,-1.07,-1.03,1.66,0.83,0.23,113.59,,High Limited,"5,951.26",AAA
Federated Hermes Short-Term Govt Y,FSGTX,3,0.61,US Fixed Income,24.8,2.67,14.53,7.6,Yes,Yes,No,No,0,0,0,0,0,0,-0.68,-0.55,2.15,1.32,0.72,113.59,,High Limited,"5,951.26",AAA
Fidelity Advisor���������������������,FSEKX,5,,US Equity Large Cap Blend,18.26,2.86,7.8,6.13,Yes,Yes,No,No,0,0.76,4.35,0,1.49,0,-0.68,-0.55,2.15,1.32,0.72,9.8,Large Core,,"77,144.76",AAA
Fidelity Advisor���������������������,FSEOX,5,,US Equity Large Cap Blend,18.26,2.86,7.8,6.13,Yes,Yes,No,No,0,0.76,4.35,0,1.49,0,-0.68,-0.55,2.15,1.32,0.72,9.8,Large Core,,"77,144.76",AAA
Fidelity Advisor���������������������,FSEQX,5,,US Equity Large Cap Blend,18.26,2.86,7.8,6.13,Yes,Yes,No,No,0,0.76,4.35,0,1.49,0,-0.68,-0.55,2.15,1.32,0.72,9.8,Large Core,,"77,144.76",AAA
Fidelity Advisor���������������������,FSEPX,5,,US Equity Large Cap Blend,18.26,2.86,7.8,6.13,Yes,Yes,No,No,0,0.76,4.35,0,1.49,0,-0.68,-0.55,2.15,1.32,0.72,9.8,Large Core,,"77,144.76",AAA
Fidelity Advisor��������������������������,FSEBX,5,,US Equity Large Cap Blend,18.26,2.86,7.8,6.13,Yes,Yes,No,No,0,0.76,4.35,0,1.49,0,-0.68,-0.55,2.15,1.32,0.72,9.8,Large Core,,"77,144.76",AAA
Fidelity Advisor���������������������,FSEWX,5,,US Equity Large Cap Blend,18.26,2.86,7.8,6.13,Yes,Yes,No,No,0,0.76,4.35,0,1.49,0,-0.68,-0.55,2.15,1.32,0.72,9.8,Large Core,,"77,144.76",AAA
Fidelity Climate Action A,FCAJX,5,,Global Equity Large Cap,18.24,3.07,7.36,6.15,Yes,Yes,Yes,No,0,0,1.99,0,1.28,0,-0.68,-0.55,2.15,1.32,0.72,18.09,Large Growth,,"73,070.88",AAA
Fidelity Climate Action C,FCALX,5,,Global Equity Large Cap,18.24,3.07,7.36,6.15,Yes,Yes,Yes,No,0,0,1.99,0,1.28,0,-0.68,-0.55,2.15,1.32,0.72,18.09,Large Growth,,"73,070.88",AAA
Fidelity Climate Action I,FCAUX,5,,Global Equity Large Cap,18.24,3.07,7.36,6.15,Yes,Yes,Yes,No,0,0,1.99,0,1.28,0,-0.68,-0.55,2.15,1.32,0.72,18.09,Large Growth,,"73,070.88",AAA
Fidelity Climate Action M,FCAOX,5,,Global Equity Large Cap,18.24,3.07,7.36,6.15,Yes,Yes,Yes,No,0,0,1.99,0,1.28,0,-0.68,-0.55,2.15,1.32,0.72,18.09,Large Growth,,"73,070.88",AAA
Fidelity Climate Action Retail,FCAEX,5,,Global Equity Large Cap,18.24,3.07,7.36,6.15,Yes,Yes,Yes,No,0,0,1.99,0,1.28,0,-0.68,-0.55,2.15,1.32,0.72,18.09,Large Growth,,"73,070.88",AAA
Fidelity Climate Action Z,FCLZX,5,,Global Equity Large Cap,18.24,3.07,7.36,6.15,Yes,Yes,Yes,No,0,0,1.99,0,1.28,0,-0.68,-0.55,2.15,1.32,0.72,18.09,Large Growth,,"73,070.88",AAA
Fidelity��������������������������� Intl ,FNIDX,3,1.04,Global Equity Large Cap,21.2,4.63,8.75,7.67,Yes,Yes,No,No,0,0.19,7.8,0.45,0.43,0.51,8.63,27.27,13.37,1.32,0.72,401.17,Large Core,,"49,385.94",AAA
Fisher IIG All Frgn Eq Env & Scl Val,IAFEX,4,0.31,Global Equity Large Cap,19.79,4.06,8.36,7.37,Yes,Yes,No,No,0,0,8.52,0,1.69,0,13.04,37.97,23.93,1.32,0.72,0.21,Large Growth,,"91,270.89",AA
